"text_id","source_file","line","usage","current_text","notes"
"src_components_e2_NTimer_jsx.5.template.47","src/components/e2/NTimer.jsx","5","template","n-timer ${...}",""
"src_components_FusionMinigame_jsx.8.conditional.48","src/components/FusionMinigame.jsx","8","conditional","variantA",""
"src_components_FusionMinigame_jsx.8.conditional.49","src/components/FusionMinigame.jsx","8","conditional","variantB",""
"src_components_FusionMinigame_jsx.12.conditional.50","src/components/FusionMinigame.jsx","12","conditional","variantB",""
"src_components_FusionMinigame_jsx.12.conditional.51","src/components/FusionMinigame.jsx","12","conditional","variantA",""
"src_components_FusionMinigame_jsx.16.return.52","src/components/FusionMinigame.jsx","16","return","Taquillas estabilizadas",""
"src_components_FusionMinigame_jsx.17.return.53","src/components/FusionMinigame.jsx","17","return","Realidad estabilizada",""
"src_components_FusionMinigame_jsx.22.call_argument.54","src/components/FusionMinigame.jsx","22","call_argument","fusionSession",""
"src_components_FusionMinigame_jsx.31.template.55","src/components/FusionMinigame.jsx","31","template","gameState/hotspotStates/${...}",""
"src_components_FusionMinigame_jsx.32.template.56","src/components/FusionMinigame.jsx","32","template","gameState/hotspotStates/${...}",""
"src_components_FusionMinigame_jsx.38.call_argument.57","src/components/FusionMinigame.jsx","38","call_argument","gameState/sharedResonance",""
"src_components_FusionMinigame_jsx.41.MemberExpression.58","src/components/FusionMinigame.jsx","41","MemberExpression","gameState/sharedResonance/value",""
"src_components_FusionMinigame_jsx.42.MemberExpression.59","src/components/FusionMinigame.jsx","42","MemberExpression","gameState/sharedResonance/spent",""
"src_components_FusionMinigame_jsx.83.call_argument.60","src/components/FusionMinigame.jsx","83","call_argument","fusionSession",""
"src_components_FusionMinigame_jsx.84.template.61","src/components/FusionMinigame.jsx","84","template","${...}/ready",""
"src_components_FusionMinigame_jsx.85.template.62","src/components/FusionMinigame.jsx","85","template","${...}/completedAt",""
"src_components_FusionMinigame_jsx.89.call_argument.63","src/components/FusionMinigame.jsx","89","call_argument","fusionSession",""
"src_components_FusionMinigame_jsx.107.jsx_text.64","src/components/FusionMinigame.jsx","107","jsx_text","FUSION",""
"src_components_FusionMinigame_jsx.107.jsx_text.65","src/components/FusionMinigame.jsx","107","jsx_text","COMPLETADA",""
"src_components_FusionMinigame_jsx.109.jsx_text.66","src/components/FusionMinigame.jsx","109","jsx_text","Vuelve al tablero para continuar",""
"src_components_FusionMinigame_jsx.116.jsx_text.67","src/components/FusionMinigame.jsx","116","jsx_text","FUSION DE REALIDADES",""
"src_components_FusionMinigame_jsx.117.jsx_text.68","src/components/FusionMinigame.jsx","117","jsx_text","VARIANTE",""
"src_components_FusionMinigame_jsx.118.jsx_text.69","src/components/FusionMinigame.jsx","118","jsx_text","Sincroniza esta realidad con la otra variante.",""
"src_components_FusionMinigame_jsx.141.template.70","src/components/FusionMinigame.jsx","141","template","fusion-connector${...}",""
"src_components_FusionMinigame_jsx.149.conditional.71","src/components/FusionMinigame.jsx","149","conditional","Componente exterior",""
"src_components_FusionMinigame_jsx.149.conditional.72","src/components/FusionMinigame.jsx","149","conditional","Componente interior",""
"src_components_FusionMinigame_jsx.157.jsx_text.73","src/components/FusionMinigame.jsx","157","jsx_text","Sincronizando... ◈",""
"src_components_FusionMinigame_jsx.161.jsx_text.74","src/components/FusionMinigame.jsx","161","jsx_text","Tu parte esta lista. Esperando Variante",""
"src_components_GameCursor_jsx.20.template.75","src/components/GameCursor.jsx","20","template","detection${...}",""
"src_components_GameCursor_jsx.34.template.76","src/components/GameCursor.jsx","34","template","translate3d(${...}px, ${...}px, 0) scale(var(--game-cursor-scale))",""
"src_components_GameCursor_jsx.81.template.77","src/components/GameCursor.jsx","81","template","is-${...}",""
"src_components_GMTechnicalFlowchart_jsx.34.title.78","src/components/GMTechnicalFlowchart.jsx","34","title","Taquilla / modulo",""
"src_components_GMTechnicalFlowchart_jsx.38.title.79","src/components/GMTechnicalFlowchart.jsx","38","title","Lectura inicial A/B",""
"src_components_GMTechnicalFlowchart_jsx.41.ArrayExpression.80","src/components/GMTechnicalFlowchart.jsx","41","ArrayExpression","LOCKER_LOCKED_A",""
"src_components_GMTechnicalFlowchart_jsx.41.ArrayExpression.81","src/components/GMTechnicalFlowchart.jsx","41","ArrayExpression","LOCKER_MECHANISM_B",""
"src_components_GMTechnicalFlowchart_jsx.42.ArrayExpression.82","src/components/GMTechnicalFlowchart.jsx","42","ArrayExpression","LOCKER_MISSING_OTHER_HALF_A",""
"src_components_GMTechnicalFlowchart_jsx.42.ArrayExpression.83","src/components/GMTechnicalFlowchart.jsx","42","ArrayExpression","LOCKER_MISSING_OTHER_HALF_B",""
"src_components_GMTechnicalFlowchart_jsx.44.condition.84","src/components/GMTechnicalFlowchart.jsx","44","condition","Inicio -> los jugadores tienen que observar la taquilla en A y B y comunicar que cada variante muestra una mitad distinta del cierre.",""
"src_components_GMTechnicalFlowchart_jsx.45.ArrayExpression.85","src/components/GMTechnicalFlowchart.jsx","45","ArrayExpression","hotspotStates",""
"src_components_GMTechnicalFlowchart_jsx.45.ArrayExpression.86","src/components/GMTechnicalFlowchart.jsx","45","ArrayExpression","inspectionDiscoveries",""
"src_components_GMTechnicalFlowchart_jsx.50.title.87","src/components/GMTechnicalFlowchart.jsx","50","title","Contradicciones registradas",""
"src_components_GMTechnicalFlowchart_jsx.53.ArrayExpression.88","src/components/GMTechnicalFlowchart.jsx","53","ArrayExpression","BOX_DUPLICATE_AB",""
"src_components_GMTechnicalFlowchart_jsx.53.ArrayExpression.89","src/components/GMTechnicalFlowchart.jsx","53","ArrayExpression","BALLS_COUNT_AB",""
"src_components_GMTechnicalFlowchart_jsx.53.ArrayExpression.90","src/components/GMTechnicalFlowchart.jsx","53","ArrayExpression","LOCKER_DETAIL_AB",""
"src_components_GMTechnicalFlowchart_jsx.54.ArrayExpression.91","src/components/GMTechnicalFlowchart.jsx","54","ArrayExpression","RESONANCE_READY",""
"src_components_GMTechnicalFlowchart_jsx.56.condition.92","src/components/GMTechnicalFlowchart.jsx","56","condition","Variante A/B -> los jugadores tienen que inspeccionar caja, balones o taquillas para registrar contradicciones y cargar resonancia.",""
"src_components_GMTechnicalFlowchart_jsx.57.ArrayExpression.93","src/components/GMTechnicalFlowchart.jsx","57","ArrayExpression","contradiccionTaquillas",""
"src_components_GMTechnicalFlowchart_jsx.57.ArrayExpression.94","src/components/GMTechnicalFlowchart.jsx","57","ArrayExpression","resonance.value",""
"src_components_GMTechnicalFlowchart_jsx.57.ArrayExpression.95","src/components/GMTechnicalFlowchart.jsx","57","ArrayExpression","queuedActions",""
"src_components_GMTechnicalFlowchart_jsx.66.title.96","src/components/GMTechnicalFlowchart.jsx","66","title","Taquilla fusionada",""
"src_components_GMTechnicalFlowchart_jsx.67.ArrayExpression.97","src/components/GMTechnicalFlowchart.jsx","67","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.69.ArrayExpression.98","src/components/GMTechnicalFlowchart.jsx","69","ArrayExpression","LOCKER_LOCKED_A",""
"src_components_GMTechnicalFlowchart_jsx.69.ArrayExpression.99","src/components/GMTechnicalFlowchart.jsx","69","ArrayExpression","LOCKER_MECHANISM_B",""
"src_components_GMTechnicalFlowchart_jsx.70.ArrayExpression.100","src/components/GMTechnicalFlowchart.jsx","70","ArrayExpression","LOCKER_FUSION_AB",""
"src_components_GMTechnicalFlowchart_jsx.72.condition.101","src/components/GMTechnicalFlowchart.jsx","72","condition","A+B -> los jugadores tienen que manipular la taquilla durante un pulso con 6 o mas de resonancia disponible.",""
"src_components_GMTechnicalFlowchart_jsx.73.ArrayExpression.102","src/components/GMTechnicalFlowchart.jsx","73","ArrayExpression","lockerFusionDone",""
"src_components_GMTechnicalFlowchart_jsx.73.ArrayExpression.103","src/components/GMTechnicalFlowchart.jsx","73","ArrayExpression","LOCKER_FUSION",""
"src_components_GMTechnicalFlowchart_jsx.73.ArrayExpression.104","src/components/GMTechnicalFlowchart.jsx","73","ArrayExpression","resonance.spent",""
"src_components_GMTechnicalFlowchart_jsx.74.debugAction.105","src/components/GMTechnicalFlowchart.jsx","74","debugAction","fuseLocker",""
"src_components_GMTechnicalFlowchart_jsx.84.title.106","src/components/GMTechnicalFlowchart.jsx","84","title","Taquilla abierta",""
"src_components_GMTechnicalFlowchart_jsx.85.ArrayExpression.107","src/components/GMTechnicalFlowchart.jsx","85","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.87.ArrayExpression.108","src/components/GMTechnicalFlowchart.jsx","87","ArrayExpression","LOCKER_FUSION_AB",""
"src_components_GMTechnicalFlowchart_jsx.88.ArrayExpression.109","src/components/GMTechnicalFlowchart.jsx","88","ArrayExpression","LOCKER_OPEN_FUSED_AB",""
"src_components_GMTechnicalFlowchart_jsx.88.ArrayExpression.110","src/components/GMTechnicalFlowchart.jsx","88","ArrayExpression","NOTE_PANEL_MODULE_AB",""
"src_components_GMTechnicalFlowchart_jsx.90.condition.111","src/components/GMTechnicalFlowchart.jsx","90","condition","A+B -> despues de fusionarla, los jugadores tienen que manipular otra vez la taquilla para abrirla.",""
"src_components_GMTechnicalFlowchart_jsx.91.ArrayExpression.112","src/components/GMTechnicalFlowchart.jsx","91","ArrayExpression","LOCKER_OPEN",""
"src_components_GMTechnicalFlowchart_jsx.91.ArrayExpression.113","src/components/GMTechnicalFlowchart.jsx","91","ArrayExpression","moduleSyncAvailable",""
"src_components_GMTechnicalFlowchart_jsx.92.debugAction.114","src/components/GMTechnicalFlowchart.jsx","92","debugAction","openLocker",""
"src_components_GMTechnicalFlowchart_jsx.101.title.115","src/components/GMTechnicalFlowchart.jsx","101","title","Modulo disponible",""
"src_components_GMTechnicalFlowchart_jsx.102.ArrayExpression.116","src/components/GMTechnicalFlowchart.jsx","102","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.104.ArrayExpression.117","src/components/GMTechnicalFlowchart.jsx","104","ArrayExpression","LOCKER_OPEN_FUSED_AB",""
"src_components_GMTechnicalFlowchart_jsx.105.ArrayExpression.118","src/components/GMTechnicalFlowchart.jsx","105","ArrayExpression","MODULE_SYNC_01",""
"src_components_GMTechnicalFlowchart_jsx.105.ArrayExpression.119","src/components/GMTechnicalFlowchart.jsx","105","ArrayExpression","NOTE_PANEL_MODULE_01",""
"src_components_GMTechnicalFlowchart_jsx.107.condition.120","src/components/GMTechnicalFlowchart.jsx","107","condition","A+B -> al abrir la taquilla fusionada, los jugadores pueden ver y recoger el modulo y la nota.",""
"src_components_GMTechnicalFlowchart_jsx.108.ArrayExpression.121","src/components/GMTechnicalFlowchart.jsx","108","ArrayExpression","moduleSyncAvailable",""
"src_components_GMTechnicalFlowchart_jsx.108.ArrayExpression.122","src/components/GMTechnicalFlowchart.jsx","108","ArrayExpression","mecanismoFisicoLiberado",""
"src_components_GMTechnicalFlowchart_jsx.115.title.123","src/components/GMTechnicalFlowchart.jsx","115","title","Panel / salida",""
"src_components_GMTechnicalFlowchart_jsx.119.title.124","src/components/GMTechnicalFlowchart.jsx","119","title","Panel incompleto A/B",""
"src_components_GMTechnicalFlowchart_jsx.122.ArrayExpression.125","src/components/GMTechnicalFlowchart.jsx","122","ArrayExpression","PANEL_NEEDS_MODULE_A",""
"src_components_GMTechnicalFlowchart_jsx.122.ArrayExpression.126","src/components/GMTechnicalFlowchart.jsx","122","ArrayExpression","PANEL_READER_B",""
"src_components_GMTechnicalFlowchart_jsx.123.ArrayExpression.127","src/components/GMTechnicalFlowchart.jsx","123","ArrayExpression","PANEL_MISSING_OTHER_HALF_A",""
"src_components_GMTechnicalFlowchart_jsx.123.ArrayExpression.128","src/components/GMTechnicalFlowchart.jsx","123","ArrayExpression","PANEL_MISSING_OTHER_HALF_B",""
"src_components_GMTechnicalFlowchart_jsx.125.condition.129","src/components/GMTechnicalFlowchart.jsx","125","condition","Inicio -> los jugadores tienen que observar el panel en A y B y entender que una variante muestra interfaz y la otra muestra lectura/conexion.",""
"src_components_GMTechnicalFlowchart_jsx.126.ArrayExpression.130","src/components/GMTechnicalFlowchart.jsx","126","ArrayExpression","PANEL_NEEDS_MODULE",""
"src_components_GMTechnicalFlowchart_jsx.126.ArrayExpression.131","src/components/GMTechnicalFlowchart.jsx","126","ArrayExpression","inspectionDiscoveries",""
"src_components_GMTechnicalFlowchart_jsx.131.title.132","src/components/GMTechnicalFlowchart.jsx","131","title","Modulo insertado",""
"src_components_GMTechnicalFlowchart_jsx.132.ArrayExpression.133","src/components/GMTechnicalFlowchart.jsx","132","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.134.ArrayExpression.134","src/components/GMTechnicalFlowchart.jsx","134","ArrayExpression","MODULE_SYNC_01",""
"src_components_GMTechnicalFlowchart_jsx.134.ArrayExpression.135","src/components/GMTechnicalFlowchart.jsx","134","ArrayExpression","PANEL_NEEDS_MODULE_A",""
"src_components_GMTechnicalFlowchart_jsx.134.ArrayExpression.136","src/components/GMTechnicalFlowchart.jsx","134","ArrayExpression","PANEL_READER_B",""
"src_components_GMTechnicalFlowchart_jsx.135.ArrayExpression.137","src/components/GMTechnicalFlowchart.jsx","135","ArrayExpression","MODULE_INSERTED_AB",""
"src_components_GMTechnicalFlowchart_jsx.137.condition.138","src/components/GMTechnicalFlowchart.jsx","137","condition","A+B -> los jugadores tienen que llevar el modulo de sincronizacion al panel y usar interaccion sobre el panel de salida.",""
"src_components_GMTechnicalFlowchart_jsx.138.ArrayExpression.139","src/components/GMTechnicalFlowchart.jsx","138","ArrayExpression","moduleSyncInserted",""
"src_components_GMTechnicalFlowchart_jsx.139.debugAction.140","src/components/GMTechnicalFlowchart.jsx","139","debugAction","insertModule",""
"src_components_GMTechnicalFlowchart_jsx.144.title.141","src/components/GMTechnicalFlowchart.jsx","144","title","Panel fusionado",""
"src_components_GMTechnicalFlowchart_jsx.145.ArrayExpression.142","src/components/GMTechnicalFlowchart.jsx","145","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.147.ArrayExpression.143","src/components/GMTechnicalFlowchart.jsx","147","ArrayExpression","MODULE_INSERTED_AB",""
"src_components_GMTechnicalFlowchart_jsx.148.ArrayExpression.144","src/components/GMTechnicalFlowchart.jsx","148","ArrayExpression","PANEL_FUSION_AB",""
"src_components_GMTechnicalFlowchart_jsx.150.condition.145","src/components/GMTechnicalFlowchart.jsx","150","condition","A+B -> cuando el modulo encaja, el sistema tiene que alinear el panel de A y B en un unico panel fusionado.",""
"src_components_GMTechnicalFlowchart_jsx.151.ArrayExpression.146","src/components/GMTechnicalFlowchart.jsx","151","ArrayExpression","PANEL_FUSION",""
"src_components_GMTechnicalFlowchart_jsx.151.ArrayExpression.147","src/components/GMTechnicalFlowchart.jsx","151","ArrayExpression","moduleSyncInserted",""
"src_components_GMTechnicalFlowchart_jsx.152.debugAction.148","src/components/GMTechnicalFlowchart.jsx","152","debugAction","insertModule",""
"src_components_GMTechnicalFlowchart_jsx.162.title.149","src/components/GMTechnicalFlowchart.jsx","162","title","Panel validado",""
"src_components_GMTechnicalFlowchart_jsx.163.ArrayExpression.150","src/components/GMTechnicalFlowchart.jsx","163","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.165.ArrayExpression.151","src/components/GMTechnicalFlowchart.jsx","165","ArrayExpression","PANEL_FUSION_AB",""
"src_components_GMTechnicalFlowchart_jsx.166.ArrayExpression.152","src/components/GMTechnicalFlowchart.jsx","166","ArrayExpression","PANEL_OK_AB",""
"src_components_GMTechnicalFlowchart_jsx.168.condition.153","src/components/GMTechnicalFlowchart.jsx","168","condition","A+B -> con el panel fusionado, los jugadores tienen que inspeccionar o introducir el codigo reconstruido.",""
"src_components_GMTechnicalFlowchart_jsx.169.ArrayExpression.154","src/components/GMTechnicalFlowchart.jsx","169","ArrayExpression","codigoAlmacenCompleto",""
"src_components_GMTechnicalFlowchart_jsx.169.ArrayExpression.155","src/components/GMTechnicalFlowchart.jsx","169","ArrayExpression","PANEL_OK",""
"src_components_GMTechnicalFlowchart_jsx.170.debugAction.156","src/components/GMTechnicalFlowchart.jsx","170","debugAction","validatePanel",""
"src_components_GMTechnicalFlowchart_jsx.179.title.157","src/components/GMTechnicalFlowchart.jsx","179","title","Salida abierta",""
"src_components_GMTechnicalFlowchart_jsx.180.ArrayExpression.158","src/components/GMTechnicalFlowchart.jsx","180","ArrayExpression","A+B",""
"src_components_GMTechnicalFlowchart_jsx.182.ArrayExpression.159","src/components/GMTechnicalFlowchart.jsx","182","ArrayExpression","PANEL_OK_AB",""
"src_components_GMTechnicalFlowchart_jsx.182.ArrayExpression.160","src/components/GMTechnicalFlowchart.jsx","182","ArrayExpression","DOOR_LOCKED_AB",""
"src_components_GMTechnicalFlowchart_jsx.183.ArrayExpression.161","src/components/GMTechnicalFlowchart.jsx","183","ArrayExpression","DOOR_OPEN_AB",""
"src_components_GMTechnicalFlowchart_jsx.185.condition.162","src/components/GMTechnicalFlowchart.jsx","185","condition","A+B -> con codigo completo y panel validado, los jugadores tienen que ejecutar intentar_salida para abrir la puerta.",""
"src_components_GMTechnicalFlowchart_jsx.186.ArrayExpression.163","src/components/GMTechnicalFlowchart.jsx","186","ArrayExpression","almacenSalidaLista",""
"src_components_GMTechnicalFlowchart_jsx.186.ArrayExpression.164","src/components/GMTechnicalFlowchart.jsx","186","ArrayExpression","DOOR_OPEN",""
"src_components_GMTechnicalFlowchart_jsx.187.debugAction.165","src/components/GMTechnicalFlowchart.jsx","187","debugAction","openDoor",""
"src_components_GMTechnicalFlowchart_jsx.239.template.166","src/components/GMTechnicalFlowchart.jsx","239","template","gameState/hotspotStates/${...}",""
"src_components_GMTechnicalFlowchart_jsx.243.BinaryExpression.167","src/components/GMTechnicalFlowchart.jsx","243","BinaryExpression","fuseLocker",""
"src_components_GMTechnicalFlowchart_jsx.245.MemberExpression.168","src/components/GMTechnicalFlowchart.jsx","245","MemberExpression","gameState/flags/lockerFusionDone",""
"src_components_GMTechnicalFlowchart_jsx.246.MemberExpression.169","src/components/GMTechnicalFlowchart.jsx","246","MemberExpression","gameState/flags/mecanismoFisicoLocalizado",""
"src_components_GMTechnicalFlowchart_jsx.249.BinaryExpression.170","src/components/GMTechnicalFlowchart.jsx","249","BinaryExpression","openLocker",""
"src_components_GMTechnicalFlowchart_jsx.251.MemberExpression.171","src/components/GMTechnicalFlowchart.jsx","251","MemberExpression","gameState/flags/lockerFusionDone",""
"src_components_GMTechnicalFlowchart_jsx.252.MemberExpression.172","src/components/GMTechnicalFlowchart.jsx","252","MemberExpression","gameState/flags/mecanismoFisicoLocalizado",""
"src_components_GMTechnicalFlowchart_jsx.253.MemberExpression.173","src/components/GMTechnicalFlowchart.jsx","253","MemberExpression","gameState/flags/mecanismoFisicoLiberado",""
"src_components_GMTechnicalFlowchart_jsx.254.MemberExpression.174","src/components/GMTechnicalFlowchart.jsx","254","MemberExpression","gameState/flags/moduleSyncAvailable",""
"src_components_GMTechnicalFlowchart_jsx.257.BinaryExpression.175","src/components/GMTechnicalFlowchart.jsx","257","BinaryExpression","insertModule",""
"src_components_GMTechnicalFlowchart_jsx.260.MemberExpression.176","src/components/GMTechnicalFlowchart.jsx","260","MemberExpression","gameState/flags/moduleSyncAvailable",""
"src_components_GMTechnicalFlowchart_jsx.261.MemberExpression.177","src/components/GMTechnicalFlowchart.jsx","261","MemberExpression","gameState/flags/moduleSyncInserted",""
"src_components_GMTechnicalFlowchart_jsx.264.BinaryExpression.178","src/components/GMTechnicalFlowchart.jsx","264","BinaryExpression","validatePanel",""
"src_components_GMTechnicalFlowchart_jsx.266.MemberExpression.179","src/components/GMTechnicalFlowchart.jsx","266","MemberExpression","gameState/flags/moduleSyncInserted",""
"src_components_GMTechnicalFlowchart_jsx.267.MemberExpression.180","src/components/GMTechnicalFlowchart.jsx","267","MemberExpression","gameState/flags/codigoAlmacenCompleto",""
"src_components_GMTechnicalFlowchart_jsx.268.MemberExpression.181","src/components/GMTechnicalFlowchart.jsx","268","MemberExpression","gameState/flags/almacenSalidaLista",""
"src_components_GMTechnicalFlowchart_jsx.271.BinaryExpression.182","src/components/GMTechnicalFlowchart.jsx","271","BinaryExpression","openDoor",""
"src_components_GMTechnicalFlowchart_jsx.274.MemberExpression.183","src/components/GMTechnicalFlowchart.jsx","274","MemberExpression","gameState/flags/codigoAlmacenCompleto",""
"src_components_GMTechnicalFlowchart_jsx.275.MemberExpression.184","src/components/GMTechnicalFlowchart.jsx","275","MemberExpression","gameState/flags/almacenSalidaLista",""
"src_components_GMTechnicalFlowchart_jsx.276.MemberExpression.185","src/components/GMTechnicalFlowchart.jsx","276","MemberExpression","gameState/flags/almacenCompletado",""
"src_components_GMTechnicalFlowchart_jsx.287.template.186","src/components/GMTechnicalFlowchart.jsx","287","template","gm-flow-node gm-flow-node--${...}",""
"src_components_GMTechnicalFlowchart_jsx.298.jsx_text.187","src/components/GMTechnicalFlowchart.jsx","298","jsx_text","Antes",""
"src_components_GMTechnicalFlowchart_jsx.302.jsx_text.188","src/components/GMTechnicalFlowchart.jsx","302","jsx_text","Despues",""
"src_components_GMTechnicalFlowchart_jsx.308.jsx_text.189","src/components/GMTechnicalFlowchart.jsx","308","jsx_text","Condicion",""
"src_components_GMTechnicalFlowchart_jsx.322.jsx_text.190","src/components/GMTechnicalFlowchart.jsx","322","jsx_text","Marcar fase",""
"src_components_GMTechnicalFlowchart_jsx.344.template.191","src/components/GMTechnicalFlowchart.jsx","344","template","Organigrama debug: ${...}.",""
"src_components_GMTechnicalFlowchart_jsx.347.OptionalCallExpression.192","src/components/GMTechnicalFlowchart.jsx","347","OptionalCallExpression","No se pudo forzar la fase del organigrama.",""
"src_components_GMTechnicalFlowchart_jsx.354.jsx_attribute.193","src/components/GMTechnicalFlowchart.jsx","354","jsx_attribute","Organigrama tecnico de overlays",""
